metagenome	group	depth	presence
SRR14721974	Acidobacteriaceae	1756628904	rRNA detected
SRR14721974	Sphingomonadaceae	1756628904	rRNA detected
SRR14721974	Trebouxiophyceae	1756628904	rRNA detected
SRR14721974	Tremellomycetes	1756628904	rRNA detected
SRR14722081	Acetobacteraceae	1759614476	rRNA detected
SRR14722081	Trebouxiophyceae	1759614476	rRNA detected
SRR14722081	Tremellomycetes	1759614476	rRNA detected
SRR14722037	Acetobacteraceae	1763670034	rRNA detected
SRR14722037	Acidobacteriaceae	1763670034	rRNA detected
SRR14722037	Beijerinckiaceae	1763670034	rRNA detected
SRR14722037	Sphingomonadaceae	1763670034	rRNA detected
SRR14722037	Trebouxiophyceae	1763670034	rRNA detected
SRR14722037	Tremellomycetes	1763670034	rRNA detected
SRR12240179	Beijerinckiaceae	1772170559	rRNA detected
SRR12240179	Trebouxiophyceae	1772170559	rRNA detected
SRR12240179	Tremellomycetes	1772170559	rRNA detected
SRR14722291	Sphingomonadaceae	1772277034	rRNA detected
SRR14722291	Trebouxiophyceae	1772277034	rRNA detected
SRR14722291	Cystobasidiomycetes	1772277034	rRNA detected
SRR14722291	Tremellomycetes	1772277034	rRNA detected
SRR14722050	Beijerinckiaceae	1782468326	rRNA detected
SRR14722050	Sphingomonadaceae	1782468326	rRNA detected
SRR14722050	Trebouxiophyceae	1782468326	rRNA detected
SRR14722050	Cystobasidiomycetes	1782468326	rRNA detected
SRR14722050	Tremellomycetes	1782468326	rRNA detected
SRR14721937	Acetobacteraceae	1786893834	rRNA detected
SRR14721937	Acidobacteriaceae	1786893834	rRNA detected
SRR14721937	Sphingomonadaceae	1786893834	rRNA detected
SRR14721937	Trebouxiophyceae	1786893834	rRNA detected
SRR14721937	Tremellomycetes	1786893834	rRNA detected
SRR14722329	Acetobacteraceae	1792631532	rRNA detected
SRR14722329	Acidobacteriaceae	1792631532	rRNA detected
SRR14722329	Sphingomonadaceae	1792631532	rRNA detected
SRR14722329	Trebouxiophyceae	1792631532	rRNA detected
SRR14722329	Tremellomycetes	1792631532	rRNA detected
SRR12240188	Acetobacteraceae	1795584881	rRNA detected
SRR12240188	Acidobacteriaceae	1795584881	rRNA detected
SRR12240188	Beijerinckiaceae	1795584881	rRNA detected
SRR12240188	Sphingomonadaceae	1795584881	rRNA detected
SRR12240188	Trebouxiophyceae	1795584881	rRNA detected
SRR14722298	Acetobacteraceae	1804158872	rRNA detected
SRR14722298	Sphingomonadaceae	1804158872	rRNA detected
SRR14722298	Trebouxiophyceae	1804158872	rRNA detected
SRR14722298	Tremellomycetes	1804158872	rRNA detected
SRR14722043	Sphingomonadaceae	1807451880	rRNA detected
SRR14722043	Trebouxiophyceae	1807451880	rRNA detected
SRR14722313	Acetobacteraceae	1821332102	rRNA detected
SRR14722313	Acidobacteriaceae	1821332102	rRNA detected
SRR14722313	Beijerinckiaceae	1821332102	rRNA detected
SRR14722313	Sphingomonadaceae	1821332102	rRNA detected
SRR14722313	Trebouxiophyceae	1821332102	rRNA detected
SRR14722106	Sphingomonadaceae	1825538056	rRNA detected
SRR14722106	Trebouxiophyceae	1825538056	rRNA detected
SRR14722106	Tremellomycetes	1825538056	rRNA detected
SRR14722105	Beijerinckiaceae	1827127180	rRNA detected
SRR14722105	Sphingomonadaceae	1827127180	rRNA detected
SRR14722105	Trebouxiophyceae	1827127180	rRNA detected
SRR14722105	Tremellomycetes	1827127180	rRNA detected
SRR14722103	Beijerinckiaceae	1828089050	rRNA detected
SRR14722103	Sphingomonadaceae	1828089050	rRNA detected
SRR14722103	Trebouxiophyceae	1828089050	rRNA detected
SRR14722103	Cystobasidiomycetes	1828089050	rRNA detected
SRR14722103	Tremellomycetes	1828089050	rRNA detected
SRR14722301	Acetobacteraceae	1832608178	rRNA detected
SRR14722301	Sphingomonadaceae	1832608178	rRNA detected
SRR14722301	Trebouxiophyceae	1832608178	rRNA detected
SRR14722292	Sphingomonadaceae	1835472346	rRNA detected
SRR14722292	Trebouxiophyceae	1835472346	rRNA detected
SRR14722292	Tremellomycetes	1835472346	rRNA detected
SRR14722058	Beijerinckiaceae	1850829952	rRNA detected
SRR14722058	Sphingomonadaceae	1850829952	rRNA detected
SRR14722058	Trebouxiophyceae	1850829952	rRNA detected
SRR14722136	Acetobacteraceae	1878951588	rRNA detected
SRR14722136	Acidobacteriaceae	1878951588	rRNA detected
SRR14722136	Sphingomonadaceae	1878951588	rRNA detected
SRR14722136	Trebouxiophyceae	1878951588	rRNA detected
SRR12240177	Acetobacteraceae	1887998081	rRNA detected
SRR12240177	Acidobacteriaceae	1887998081	rRNA detected
SRR12240177	Trebouxiophyceae	1887998081	rRNA detected
SRR14722325	Acetobacteraceae	1889563868	rRNA detected
SRR14722325	Acidobacteriaceae	1889563868	rRNA detected
SRR14722325	Beijerinckiaceae	1889563868	rRNA detected
SRR14722325	Sphingomonadaceae	1889563868	rRNA detected
SRR14722325	Trebouxiophyceae	1889563868	rRNA detected
SRR14722326	Acetobacteraceae	1898066678	rRNA detected
SRR14722326	Acidobacteriaceae	1898066678	rRNA detected
SRR14722326	Beijerinckiaceae	1898066678	rRNA detected
SRR14722326	Sphingomonadaceae	1898066678	rRNA detected
SRR14722326	Trebouxiophyceae	1898066678	rRNA detected
SRR14722326	Tremellomycetes	1898066678	rRNA detected
SRR14722077	Acetobacteraceae	1920498332	rRNA detected
SRR14722077	Acidobacteriaceae	1920498332	rRNA detected
SRR14722077	Beijerinckiaceae	1920498332	rRNA detected
SRR14722077	Sphingomonadaceae	1920498332	rRNA detected
SRR14722077	Trebouxiophyceae	1920498332	rRNA detected
SRR14722077	Tremellomycetes	1920498332	rRNA detected
SRR14722063	Acetobacteraceae	1932117782	rRNA detected
SRR14722063	Acidobacteriaceae	1932117782	rRNA detected
SRR14722063	Beijerinckiaceae	1932117782	rRNA detected
SRR14722063	Sphingomonadaceae	1932117782	rRNA detected
SRR14722063	Trebouxiophyceae	1932117782	rRNA detected
SRR14722063	Tremellomycetes	1932117782	rRNA detected
SRR14722305	Acetobacteraceae	1941179594	rRNA detected
SRR14722305	Beijerinckiaceae	1941179594	rRNA detected
SRR14722305	Sphingomonadaceae	1941179594	rRNA detected
SRR14722305	Trebouxiophyceae	1941179594	rRNA detected
SRR14722305	Tremellomycetes	1941179594	rRNA detected
SRR14721957	Acetobacteraceae	1959059806	rRNA detected
SRR14721957	Acidobacteriaceae	1959059806	rRNA detected
SRR14721957	Beijerinckiaceae	1959059806	rRNA detected
SRR14721957	Sphingomonadaceae	1959059806	rRNA detected
SRR14721957	Trebouxiophyceae	1959059806	rRNA detected
SRR14722307	Acetobacteraceae	1961472484	rRNA detected
SRR14722307	Beijerinckiaceae	1961472484	rRNA detected
SRR14722307	Sphingomonadaceae	1961472484	rRNA detected
SRR14722307	Trebouxiophyceae	1961472484	rRNA detected
SRR14722281	Acidobacteriaceae	1967710294	rRNA detected
SRR14722281	Beijerinckiaceae	1967710294	rRNA detected
SRR14722281	Sphingomonadaceae	1967710294	rRNA detected
SRR14722197	Acetobacteraceae	1968745248	rRNA detected
SRR14722197	Acidobacteriaceae	1968745248	rRNA detected
SRR14722197	Beijerinckiaceae	1968745248	rRNA detected
SRR14722197	Sphingomonadaceae	1968745248	rRNA detected
SRR14722197	Trebouxiophyceae	1968745248	rRNA detected
SRR14722054	Acetobacteraceae	1985291526	rRNA detected
SRR14722054	Acidobacteriaceae	1985291526	rRNA detected
SRR14722054	Beijerinckiaceae	1985291526	rRNA detected
SRR14722054	Sphingomonadaceae	1985291526	rRNA detected
SRR14722054	Trebouxiophyceae	1985291526	rRNA detected
SRR14722293	Beijerinckiaceae	1996136648	rRNA detected
SRR14722293	Sphingomonadaceae	1996136648	rRNA detected
SRR14722293	Trebouxiophyceae	1996136648	rRNA detected
SRR14722293	Tremellomycetes	1996136648	rRNA detected
SRR14721947	Beijerinckiaceae	1998564728	rRNA detected
SRR14721947	Sphingomonadaceae	1998564728	rRNA detected
SRR14721947	Trebouxiophyceae	1998564728	rRNA detected
SRR14721947	Cystobasidiomycetes	1998564728	rRNA detected
SRR14721947	Tremellomycetes	1998564728	rRNA detected
SRR14721954	Acetobacteraceae	2031774158	rRNA detected
SRR14721954	Acidobacteriaceae	2031774158	rRNA detected
SRR14721954	Beijerinckiaceae	2031774158	rRNA detected
SRR14721954	Trebouxiophyceae	2031774158	rRNA detected
SRR14722038	Acetobacteraceae	2082604986	rRNA detected
SRR14722038	Acidobacteriaceae	2082604986	rRNA detected
SRR14722038	Sphingomonadaceae	2082604986	rRNA detected
SRR14722038	Trebouxiophyceae	2082604986	rRNA detected
SRR14722038	Cystobasidiomycetes	2082604986	rRNA detected
SRR14722038	Tremellomycetes	2082604986	rRNA detected
SRR14722041	Sphingomonadaceae	2088996816	rRNA detected
SRR14722041	Trebouxiophyceae	2088996816	rRNA detected
SRR14722041	Tremellomycetes	2088996816	rRNA detected
SRR14722084	Acetobacteraceae	2103064882	rRNA detected
SRR14722084	Trebouxiophyceae	2103064882	rRNA detected
SRR14722277	Acetobacteraceae	2116714376	rRNA detected
SRR14722277	Beijerinckiaceae	2116714376	rRNA detected
SRR14722277	Sphingomonadaceae	2116714376	rRNA detected
SRR14722277	Trebouxiophyceae	2116714376	rRNA detected
SRR14722277	Tremellomycetes	2116714376	rRNA detected
SRR14721966	Beijerinckiaceae	2128997320	rRNA detected
SRR14721966	Sphingomonadaceae	2128997320	rRNA detected
SRR14721966	Trebouxiophyceae	2128997320	rRNA detected
SRR14721966	Tremellomycetes	2128997320	rRNA detected
SRR14722184	Beijerinckiaceae	2134534188	rRNA detected
SRR14722184	Sphingomonadaceae	2134534188	rRNA detected
SRR14722184	Trebouxiophyceae	2134534188	rRNA detected
SRR14722184	Tremellomycetes	2134534188	rRNA detected
SRR14722127	Acetobacteraceae	2196437846	rRNA detected
SRR14722127	Acidobacteriaceae	2196437846	rRNA detected
SRR14722127	Sphingomonadaceae	2196437846	rRNA detected
SRR14722127	Trebouxiophyceae	2196437846	rRNA detected
SRR14722127	Tremellomycetes	2196437846	rRNA detected
SRR14722057	Sphingomonadaceae	2199167926	rRNA detected
SRR14722057	Trebouxiophyceae	2199167926	rRNA detected
SRR14722057	Tremellomycetes	2199167926	rRNA detected
SRR14722319	Acetobacteraceae	2200427266	rRNA detected
SRR14722319	Acidobacteriaceae	2200427266	rRNA detected
SRR14722319	Beijerinckiaceae	2200427266	rRNA detected
SRR14722319	Sphingomonadaceae	2200427266	rRNA detected
SRR14722319	Trebouxiophyceae	2200427266	rRNA detected
SRR14722319	Cystobasidiomycetes	2200427266	rRNA detected
SRR14722272	Acetobacteraceae	2220173838	rRNA detected
SRR14722272	Beijerinckiaceae	2220173838	rRNA detected
SRR14722272	Sphingomonadaceae	2220173838	rRNA detected
SRR14722272	Trebouxiophyceae	2220173838	rRNA detected
SRR14722272	Cystobasidiomycetes	2220173838	rRNA detected
SRR14722272	Tremellomycetes	2220173838	rRNA detected
SRR14722094	Beijerinckiaceae	2229400844	rRNA detected
SRR14722094	Sphingomonadaceae	2229400844	rRNA detected
SRR14722094	Trebouxiophyceae	2229400844	rRNA detected
SRR14722094	Cystobasidiomycetes	2229400844	rRNA detected
SRR14722094	Tremellomycetes	2229400844	rRNA detected
SRR14722300	Beijerinckiaceae	2235551678	rRNA detected
SRR14722300	Sphingomonadaceae	2235551678	rRNA detected
SRR14722300	Trebouxiophyceae	2235551678	rRNA detected
SRR14722300	Tremellomycetes	2235551678	rRNA detected
SRR14722078	Beijerinckiaceae	2237419850	rRNA detected
SRR14722078	Sphingomonadaceae	2237419850	rRNA detected
SRR14722078	Trebouxiophyceae	2237419850	rRNA detected
SRR14722173	Trebouxiophyceae	2278285886	rRNA detected
SRR14722173	Tremellomycetes	2278285886	rRNA detected
SRR14722080	Acetobacteraceae	2282694482	rRNA detected
SRR14722080	Beijerinckiaceae	2282694482	rRNA detected
SRR14722080	Trebouxiophyceae	2282694482	rRNA detected
SRR14722080	Tremellomycetes	2282694482	rRNA detected
SRR14722316	Acetobacteraceae	2324797208	rRNA detected
SRR14722316	Acidobacteriaceae	2324797208	rRNA detected
SRR14722316	Beijerinckiaceae	2324797208	rRNA detected
SRR14722316	Sphingomonadaceae	2324797208	rRNA detected
SRR14722316	Trebouxiophyceae	2324797208	rRNA detected
SRR14722316	Tremellomycetes	2324797208	rRNA detected
SRR14722095	Beijerinckiaceae	2377912666	rRNA detected
SRR14722095	Sphingomonadaceae	2377912666	rRNA detected
SRR14722095	Trebouxiophyceae	2377912666	rRNA detected
SRR14722095	Cystobasidiomycetes	2377912666	rRNA detected
SRR14722039	Acidobacteriaceae	2390043402	rRNA detected
SRR14722039	Sphingomonadaceae	2390043402	rRNA detected
SRR14722039	Trebouxiophyceae	2390043402	rRNA detected
SRR14722098	Sphingomonadaceae	2400755946	rRNA detected
SRR14722098	Trebouxiophyceae	2400755946	rRNA detected
SRR14722098	Tremellomycetes	2400755946	rRNA detected
SRR14722274	Acidobacteriaceae	2402037634	rRNA detected
SRR14722274	Beijerinckiaceae	2402037634	rRNA detected
SRR14722274	Trebouxiophyceae	2402037634	rRNA detected
SRR14722274	Tremellomycetes	2402037634	rRNA detected
SRR14722083	Beijerinckiaceae	2415466366	rRNA detected
SRR14722083	Sphingomonadaceae	2415466366	rRNA detected
SRR14722083	Trebouxiophyceae	2415466366	rRNA detected
SRR14721956	Acetobacteraceae	2428900534	rRNA detected
SRR14721956	Acidobacteriaceae	2428900534	rRNA detected
SRR14721956	Beijerinckiaceae	2428900534	rRNA detected
SRR14721956	Sphingomonadaceae	2428900534	rRNA detected
SRR14721956	Trebouxiophyceae	2428900534	rRNA detected
SRR14721956	Tremellomycetes	2428900534	rRNA detected
SRR14721960	Acetobacteraceae	2429449570	rRNA detected
SRR14721960	Acidobacteriaceae	2429449570	rRNA detected
SRR14721960	Trebouxiophyceae	2429449570	rRNA detected
SRR14722213	Acetobacteraceae	2461390902	rRNA detected
SRR14722213	Acidobacteriaceae	2461390902	rRNA detected
SRR14722213	Sphingomonadaceae	2461390902	rRNA detected
SRR14722213	Trebouxiophyceae	2461390902	rRNA detected
SRR14722168	Sphingomonadaceae	2464742196	rRNA detected
SRR14722168	Trebouxiophyceae	2464742196	rRNA detected
SRR14722168	Cystobasidiomycetes	2464742196	rRNA detected
SRR14722168	Tremellomycetes	2464742196	rRNA detected
SRR14721961	Acetobacteraceae	2500335916	rRNA detected
SRR14721961	Acidobacteriaceae	2500335916	rRNA detected
SRR14721961	Beijerinckiaceae	2500335916	rRNA detected
SRR14721961	Sphingomonadaceae	2500335916	rRNA detected
SRR14721961	Trebouxiophyceae	2500335916	rRNA detected
SRR14722181	Acetobacteraceae	2501883062	rRNA detected
SRR14722181	Acidobacteriaceae	2501883062	rRNA detected
SRR14722181	Beijerinckiaceae	2501883062	rRNA detected
SRR14722181	Sphingomonadaceae	2501883062	rRNA detected
SRR14722181	Trebouxiophyceae	2501883062	rRNA detected
SRR14722049	Beijerinckiaceae	2508462434	rRNA detected
SRR14722049	Trebouxiophyceae	2508462434	rRNA detected
SRR14722049	Cystobasidiomycetes	2508462434	rRNA detected
SRR14722049	Tremellomycetes	2508462434	rRNA detected
SRR14722120	Acetobacteraceae	2522191958	rRNA detected
SRR14722120	Acidobacteriaceae	2522191958	rRNA detected
SRR14722120	Beijerinckiaceae	2522191958	rRNA detected
SRR14722135	Acidobacteriaceae	2549242702	rRNA detected
SRR14722135	Beijerinckiaceae	2549242702	rRNA detected
SRR14722135	Sphingomonadaceae	2549242702	rRNA detected
SRR14722135	Cystobasidiomycetes	2549242702	rRNA detected
SRR14722135	Tremellomycetes	2549242702	rRNA detected
SRR14722157	Acetobacteraceae	2552295016	rRNA detected
SRR14722157	Sphingomonadaceae	2552295016	rRNA detected
SRR14722157	Cystobasidiomycetes	2552295016	rRNA detected
SRR14722157	Tremellomycetes	2552295016	rRNA detected
SRR12240183	Acidobacteriaceae	2592537340	rRNA detected
SRR12240183	Trebouxiophyceae	2592537340	rRNA detected
SRR12240183	Tremellomycetes	2592537340	rRNA detected
SRR14722251	Acetobacteraceae	2592571548	rRNA detected
SRR14722251	Beijerinckiaceae	2592571548	rRNA detected
SRR14722251	Sphingomonadaceae	2592571548	rRNA detected
SRR14722251	Trebouxiophyceae	2592571548	rRNA detected
SRR14722154	Beijerinckiaceae	2645645632	rRNA detected
SRR14722154	Sphingomonadaceae	2645645632	rRNA detected
SRR14722154	Cystobasidiomycetes	2645645632	rRNA detected
SRR14722154	Tremellomycetes	2645645632	rRNA detected
SRR14722144	Acetobacteraceae	2665979896	rRNA detected
SRR14722144	Sphingomonadaceae	2665979896	rRNA detected
SRR14722144	Trebouxiophyceae	2665979896	rRNA detected
SRR14722144	Tremellomycetes	2665979896	rRNA detected
SRR14722171	Acetobacteraceae	2681839426	rRNA detected
SRR14722171	Sphingomonadaceae	2681839426	rRNA detected
SRR14722171	Trebouxiophyceae	2681839426	rRNA detected
SRR14722171	Cystobasidiomycetes	2681839426	rRNA detected
SRR14722171	Tremellomycetes	2681839426	rRNA detected
SRR14722090	Sphingomonadaceae	2705046012	rRNA detected
SRR14722090	Trebouxiophyceae	2705046012	rRNA detected
SRR14722138	Acetobacteraceae	2719689388	rRNA detected
SRR14722138	Acidobacteriaceae	2719689388	rRNA detected
SRR14722138	Sphingomonadaceae	2719689388	rRNA detected
SRR14722138	Trebouxiophyceae	2719689388	rRNA detected
SRR14722156	Sphingomonadaceae	2739296436	rRNA detected
SRR14722156	Trebouxiophyceae	2739296436	rRNA detected
SRR14722124	Sphingomonadaceae	2740461250	rRNA detected
SRR14722124	Trebouxiophyceae	2740461250	rRNA detected
SRR14722124	Tremellomycetes	2740461250	rRNA detected
SRR14722299	Sphingomonadaceae	2773612998	rRNA detected
SRR14722299	Trebouxiophyceae	2773612998	rRNA detected
SRR14722299	Tremellomycetes	2773612998	rRNA detected
SRR14722177	Acidobacteriaceae	2779935066	rRNA detected
SRR14722177	Sphingomonadaceae	2779935066	rRNA detected
SRR14722177	Cystobasidiomycetes	2779935066	rRNA detected
SRR14722177	Tremellomycetes	2779935066	rRNA detected
SRR12240182	Acidobacteriaceae	2790137756	rRNA detected
SRR12240182	Trebouxiophyceae	2790137756	rRNA detected
SRR12240182	Cystobasidiomycetes	2790137756	rRNA detected
SRR12240182	Tremellomycetes	2790137756	rRNA detected
SRR14722062	Acetobacteraceae	2820670940	rRNA detected
SRR14722062	Acidobacteriaceae	2820670940	rRNA detected
SRR14722062	Beijerinckiaceae	2820670940	rRNA detected
SRR14722062	Sphingomonadaceae	2820670940	rRNA detected
SRR14722062	Trebouxiophyceae	2820670940	rRNA detected
SRR14722164	Beijerinckiaceae	2822949228	rRNA detected
SRR14722164	Sphingomonadaceae	2822949228	rRNA detected
SRR14722164	Trebouxiophyceae	2822949228	rRNA detected
SRR14722164	Tremellomycetes	2822949228	rRNA detected
SRR14722088	Sphingomonadaceae	2831025614	rRNA detected
SRR14722088	Trebouxiophyceae	2831025614	rRNA detected
SRR14722088	Tremellomycetes	2831025614	rRNA detected
SRR14722132	Acetobacteraceae	2833612546	rRNA detected
SRR14722132	Trebouxiophyceae	2833612546	rRNA detected
SRR14722132	Tremellomycetes	2833612546	rRNA detected
SRR14722170	Sphingomonadaceae	2876458192	rRNA detected
SRR14722170	Trebouxiophyceae	2876458192	rRNA detected
SRR14722170	Cystobasidiomycetes	2876458192	rRNA detected
SRR14722170	Tremellomycetes	2876458192	rRNA detected
SRR13126859	Acetobacteraceae	2876909202	rRNA detected
SRR13126859	Beijerinckiaceae	2876909202	rRNA detected
SRR13126859	Sphingomonadaceae	2876909202	rRNA detected
SRR13126859	Trebouxiophyceae	2876909202	rRNA detected
SRR14722167	Beijerinckiaceae	2926657538	rRNA detected
SRR14722167	Sphingomonadaceae	2926657538	rRNA detected
SRR14722163	Acetobacteraceae	2968349846	rRNA detected
SRR14722163	Sphingomonadaceae	2968349846	rRNA detected
SRR14722163	Trebouxiophyceae	2968349846	rRNA detected
SRR14722163	Tremellomycetes	2968349846	rRNA detected
SRR14722143	Acidobacteriaceae	3066559944	rRNA detected
SRR14722143	Beijerinckiaceae	3066559944	rRNA detected
SRR14722143	Trebouxiophyceae	3066559944	rRNA detected
SRR14722143	Tremellomycetes	3066559944	rRNA detected
SRR14722119	Beijerinckiaceae	3094033790	rRNA detected
SRR14722119	Sphingomonadaceae	3094033790	rRNA detected
SRR14722119	Trebouxiophyceae	3094033790	rRNA detected
SRR14722119	Cystobasidiomycetes	3094033790	rRNA detected
SRR14722119	Tremellomycetes	3094033790	rRNA detected
SRR14722166	Sphingomonadaceae	3127245938	rRNA detected
SRR14722166	Tremellomycetes	3127245938	rRNA detected
SRR12240185	Trebouxiophyceae	3154402494	rRNA detected
SRR14722219	Acetobacteraceae	3196541952	rRNA detected
SRR14722219	Beijerinckiaceae	3196541952	rRNA detected
SRR14722219	Sphingomonadaceae	3196541952	rRNA detected
SRR14722219	Trebouxiophyceae	3196541952	rRNA detected
SRR14722139	Acetobacteraceae	3225231348	rRNA detected
SRR14722139	Acidobacteriaceae	3225231348	rRNA detected
SRR14722139	Beijerinckiaceae	3225231348	rRNA detected
SRR14722139	Sphingomonadaceae	3225231348	rRNA detected
SRR14722139	Trebouxiophyceae	3225231348	rRNA detected
SRR14722139	Tremellomycetes	3225231348	rRNA detected
SRR14722161	Acidobacteriaceae	3248286632	rRNA detected
SRR14722161	Trebouxiophyceae	3248286632	rRNA detected
SRR14722158	Acidobacteriaceae	3276275992	rRNA detected
SRR14722158	Sphingomonadaceae	3276275992	rRNA detected
SRR14722158	Trebouxiophyceae	3276275992	rRNA detected
SRR14722158	Cystobasidiomycetes	3276275992	rRNA detected
SRR14722158	Tremellomycetes	3276275992	rRNA detected
SRR14722141	Acetobacteraceae	3306673198	rRNA detected
SRR14722141	Acidobacteriaceae	3306673198	rRNA detected
SRR14722141	Beijerinckiaceae	3306673198	rRNA detected
SRR14722141	Sphingomonadaceae	3306673198	rRNA detected
SRR14722141	Trebouxiophyceae	3306673198	rRNA detected
T1868	Sphingomonadaceae	3312900600	rRNA detected
T1868	Cystobasidiomycetes	3312900600	rRNA detected
SRR14722145	Acetobacteraceae	3367211212	rRNA detected
SRR14722145	Acidobacteriaceae	3367211212	rRNA detected
SRR14722145	Trebouxiophyceae	3367211212	rRNA detected
SRR14722159	Acidobacteriaceae	3374233920	rRNA detected
SRR14722159	Trebouxiophyceae	3374233920	rRNA detected
SRR14722159	Cystobasidiomycetes	3374233920	rRNA detected
SRR14722159	Tremellomycetes	3374233920	rRNA detected
SRR14722169	Acetobacteraceae	3391945314	rRNA detected
SRR14722169	Sphingomonadaceae	3391945314	rRNA detected
SRR14722169	Trebouxiophyceae	3391945314	rRNA detected
SRR14722169	Tremellomycetes	3391945314	rRNA detected
SRR14722230	Acidobacteriaceae	3408952142	rRNA detected
SRR14722230	Trebouxiophyceae	3408952142	rRNA detected
SRR14722086	Acidobacteriaceae	3412670668	rRNA detected
SRR14722086	Beijerinckiaceae	3412670668	rRNA detected
SRR14722086	Sphingomonadaceae	3412670668	rRNA detected
SRR14722086	Trebouxiophyceae	3412670668	rRNA detected
SRR14722086	Tremellomycetes	3412670668	rRNA detected
SRR14722232	Sphingomonadaceae	3456403590	rRNA detected
SRR14722232	Trebouxiophyceae	3456403590	rRNA detected
SRR14722232	Tremellomycetes	3456403590	rRNA detected
SRR14722115	Acidobacteriaceae	3464996698	rRNA detected
SRR14722115	Sphingomonadaceae	3464996698	rRNA detected
SRR14722115	Cystobasidiomycetes	3464996698	rRNA detected
SRR14722115	Tremellomycetes	3464996698	rRNA detected
SRR14722233	Beijerinckiaceae	3503086146	rRNA detected
SRR14722233	Sphingomonadaceae	3503086146	rRNA detected
SRR14722233	Trebouxiophyceae	3503086146	rRNA detected
SRR14722233	Tremellomycetes	3503086146	rRNA detected
SRR14722210	Acetobacteraceae	3531005442	rRNA detected
SRR14722210	Acidobacteriaceae	3531005442	rRNA detected
SRR14722210	Sphingomonadaceae	3531005442	rRNA detected
SRR14722210	Trebouxiophyceae	3531005442	rRNA detected
SRR14722210	Cystobasidiomycetes	3531005442	rRNA detected
SRR14722210	Tremellomycetes	3531005442	rRNA detected
SRR14722221	Sphingomonadaceae	3561442512	rRNA detected
SRR14722221	Trebouxiophyceae	3561442512	rRNA detected
SRR14722221	Tremellomycetes	3561442512	rRNA detected
SRR14722165	Sphingomonadaceae	3570968498	rRNA detected
SRR14722165	Trebouxiophyceae	3570968498	rRNA detected
SRR14722165	Tremellomycetes	3570968498	rRNA detected
SRR12240180	Acidobacteriaceae	3598375506	rRNA detected
SRR12240180	Beijerinckiaceae	3598375506	rRNA detected
SRR12240180	Sphingomonadaceae	3598375506	rRNA detected
SRR12240180	Trebouxiophyceae	3598375506	rRNA detected
SRR12240180	Tremellomycetes	3598375506	rRNA detected
SRR14722150	Sphingomonadaceae	3628523054	rRNA detected
SRR14722150	Trebouxiophyceae	3628523054	rRNA detected
SRR14722150	Cystobasidiomycetes	3628523054	rRNA detected
SRR14722150	Tremellomycetes	3628523054	rRNA detected
SRR14722117	Acetobacteraceae	3718520866	rRNA detected
SRR14722117	Beijerinckiaceae	3718520866	rRNA detected
SRR14722117	Sphingomonadaceae	3718520866	rRNA detected
SRR14722117	Trebouxiophyceae	3718520866	rRNA detected
SRR14722117	Tremellomycetes	3718520866	rRNA detected
SRR14722133	Acetobacteraceae	3761583348	rRNA detected
SRR14722133	Acidobacteriaceae	3761583348	rRNA detected
SRR14722133	Trebouxiophyceae	3761583348	rRNA detected
SRR14722147	Acetobacteraceae	4099305418	rRNA detected
SRR14722147	Acidobacteriaceae	4099305418	rRNA detected
SRR14722147	Beijerinckiaceae	4099305418	rRNA detected
SRR14722147	Sphingomonadaceae	4099305418	rRNA detected
SRR14722147	Trebouxiophyceae	4099305418	rRNA detected
SRR14722147	Cystobasidiomycetes	4099305418	rRNA detected
SRR14722147	Tremellomycetes	4099305418	rRNA detected
SRR14722112	Acetobacteraceae	4131638444	rRNA detected
SRR14722112	Beijerinckiaceae	4131638444	rRNA detected
SRR14722112	Sphingomonadaceae	4131638444	rRNA detected
SRR14722112	Trebouxiophyceae	4131638444	rRNA detected
SRR14722112	Tremellomycetes	4131638444	rRNA detected
SRR14722123	Beijerinckiaceae	4166324654	rRNA detected
SRR14722123	Sphingomonadaceae	4166324654	rRNA detected
SRR14722123	Trebouxiophyceae	4166324654	rRNA detected
SRR14722231	Sphingomonadaceae	4201317394	rRNA detected
SRR14722231	Trebouxiophyceae	4201317394	rRNA detected
SRR14722231	Cystobasidiomycetes	4201317394	rRNA detected
SRR14722231	Tremellomycetes	4201317394	rRNA detected
SRR14721929	Acetobacteraceae	4463683518	rRNA detected
SRR14721929	Beijerinckiaceae	4463683518	rRNA detected
SRR14721929	Sphingomonadaceae	4463683518	rRNA detected
SRR14721929	Trebouxiophyceae	4463683518	rRNA detected
SRR14721929	Cystobasidiomycetes	4463683518	rRNA detected
SRR14721929	Tremellomycetes	4463683518	rRNA detected
VT22	Beijerinckiaceae	4681562626	rRNA detected
VT22	Sphingomonadaceae	4681562626	rRNA detected
VT22	Trebouxiophyceae	4681562626	rRNA detected
VT22	Tremellomycetes	4681562626	rRNA detected
SRR14722176	Acetobacteraceae	4742255264	rRNA detected
SRR14722176	Acidobacteriaceae	4742255264	rRNA detected
SRR14722176	Beijerinckiaceae	4742255264	rRNA detected
SRR14722176	Trebouxiophyceae	4742255264	rRNA detected
SRR14722176	Tremellomycetes	4742255264	rRNA detected
SRR14722308	Acetobacteraceae	4793372086	rRNA detected
SRR14722308	Beijerinckiaceae	4793372086	rRNA detected
SRR14722308	Sphingomonadaceae	4793372086	rRNA detected
