	public_SRR14722229_metawrap_bin.6	public_SRR14722088_metawrap_bin.5	private_TS1974_metawrap_bin.5	public_SRR14722154_metawrap_bin.3	public_SRR14722157_metawrap_bin.1	private_T1916_metawrap_bin.2	private_VT16_metawrap_bin.4	public_SRR14722050_metawrap_bin.2	private_T1888_metawrap_bin.6	private_VT22_metawrap_bin.8	private_X16_metawrap_bin.17	private_X3_metawrap_bin.2	public_ERR4179390_metawrap_bin.2	public_SRR14722049_metawrap_bin.2	public_SRR14722081_metawrap_bin.1	public_SRR14722095_metawrap_bin.2	public_SRR2387885_metawrap_bin.6	private_X5_metawrap_bin.1	public_SRR11456921_metawrap_bin.3	public_SRR11456915_metawrap_bin.3	public_SRR14721954_metawrap_bin.4	public_SRR11456923_metawrap_bin.7	public_SRR14722145_metawrap_bin.2	public_SRR14722161_metawrap_bin.1	public_SRR11456913_metawrap_bin.11	public_SRR11456918_metawrap_bin.3	public_SRR11456919_metawrap_bin.5	public_SRR1531545_metawrap_bin.1	private_X15_metawrap_bin.2	private_VT1_metawrap_bin.3	private_VT1_metawrap_bin.1	public_SRR7232211_metawrap_bin.1	private_X11_metawrap_bin.3	private_T1894_metawrap_bin.4	public_SRR14721985_metawrap_bin.2	private_X9_metawrap_bin.1	private_T1887_metawrap_bin.15	private_T1889_metawrap_bin.2	private_TS1974_metawrap_bin.6	private_VT34_metawrap_bin.3	public_SRR11456914_metawrap_bin.12	public_SRR13125477_metawrap_bin.5	public_SRR14722071_metawrap_bin.1	private_T1904_metawrap_bin.1	private_X1_metawrap_bin.1	public_SRR14722123_metawrap_bin.1	private_T1894_metawrap_bin.9	private_T1916_metawrap_bin.6	private_VT26_metawrap_bin.1	private_T1916_metawrap_bin.13	private_TS1974_metawrap_bin.3	public_SRR11456919_metawrap_bin.13	public_SRR11456919_metawrap_bin.3	private_T1887_metawrap_bin.3	private_X3_metawrap_bin.3	private_VT34_metawrap_bin.4	public_ERR4179389_metawrap_bin.2	public_SRR11456918_metawrap_bin.7	public_SRR11456919_metawrap_bin.1	public_SRR14722117_metawrap_bin.2	private_VT1_metawrap_bin.2	public_SRR11456915_metawrap_bin.9	public_SRR11456919_metawrap_bin.2
M00958_1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667
M00959_1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.5	0.5	0.5	0.5	0.5	1	0.75	0.5	0.75	0.5	0.5	0.75	0.5	0.5	0.5	0.75	0.5	0.5	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.5	1	1	0.75	0.75	0.75	0.5	0.75	0.5	0.75
M00546_1	0.6	0.2	0.8	0.4	0.4	0.2	0.2	0.2	0.2	0.4	0.6	0.4	0	0.8	0.8	0.8	0.8	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.2	0.4	0.4	0.4	0.6	0.8	0.2	0.2	0.2	0.6	0.8	0.2	0.6	0.2	0.6	0.6	0.8	0.8	0.4	0.8	0.2	0.2	0.2	0.6	0.6	0.6	0.4	0.6	0.6	0.2	0.6	0.8	0.2	0.2	0.2	0.8	0.8	0.8	0.8
M00051_1	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667
M00052_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1
M00938_1	0.8	0.8	0.8	1	0.8	0.8	1	1	0.6	1	0.6	0.8	0.6	0.8	0.8	0.8	0.4	0.8	0.6	0.6	0.6	0.6	0.6	0.8	0.6	0.6	0.6	0.6	0.8	0.8	0.8	1	0.6	1	1	0.8	1	1	1	1	0.8	0.8	0.8	1	0.8	0.8	0.8	0.8	0.4	0.8	0.8	0.8	0.8	1	1	0.8	1	1	1	0.6	0.6	0.8	0.6
M00046_1	0.666666666666667	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.333333333333333	0.333333333333333	0	0	0.666666666666667	1	0	0.333333333333333	0	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0	0	0.333333333333333	0	1	0.666666666666667	1	0.333333333333333	1	0.666666666666667	0	0	0	0	0	0	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667
M00939_1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.8	0.4	0.2	0.2	0.2	1	0.4	0.2	0.2	0.2	0.4	1	0.4	0.8	0.2	0.6	0.4	0.2	0	0.2	0.2	0.4	0.2	0	0	0.2	0.8	0.2	0.8	0.8	0.8	0	0	0	0
M00020_1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	1	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	0.333333333333333	1	1	1	1	0.333333333333333	1	1	1	1	1	1	1	1	0.666666666666667	1	1	0.333333333333333	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00018_1	1	1	1	1	1	1	1	1	0.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8	1	1	0.8	1	1	1	1	1	1	1	1	1	1
M00621_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	0.333333333333333	1	1	0.333333333333333	1	0.666666666666667	1	1	1	1	1	0.333333333333333	1	1	1	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	1	0.333333333333333	1	0.333333333333333	1	1	1	1	1	1	1	1	1	1
M00974_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0
M00975_1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.75	0.5	0.75	0.75	0.75	0.75	0.25	0.5	0.5	0.5	0.5	0.75	0.5	0.5	0.5	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00033_1	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.6	0.6	0.4	0.4	0.4	0.6	0.4	0.6	0.8	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4
M00919_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00021_1	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0	0	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	0.5	0.5	0.5	0.5	1	1	1	1	0.5	1	1	1	1	1	1	1	1	0.5	0.5	1	0.5	1	1	1	1
M00338_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
M00609_1	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.333333333333333	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.333333333333333	0.166666666666667	0.166666666666667	0.333333333333333	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00017_1	0.571428571428571	0.714285714285714	0.714285714285714	0.857142857142857	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.571428571428571	0.714285714285714	0.714285714285714	0.714285714285714	0.571428571428571	0.714285714285714	0.714285714285714	0.857142857142857	1	0.714285714285714	0.571428571428571	0.714285714285714	0.714285714285714	0.714285714285714	1	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.571428571428571	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.857142857142857	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.571428571428571	0.857142857142857	0.857142857142857
M00034_1	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.5	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.5	0.625	0.75	0.625	0.75	0.625	0.875	0.5	0.875	0.625	0.75	0.625	0.625	0.875	0.625	0.875	0.5	0.625	0.625	0.5	0.375	0.375	0.375	0.375	0.5	0.375	0.25	0.25	0.25	0.25	0.625	0.25	0.25	0.25	0.25	0.25
M00035_1	0.5	0.75	0.75	0.5	0.5	0.75	0.5	0.75	0.5	0.5	0.75	0.75	0.75	0.5	0.75	0.75	0.75	0.75	1	0.75	0.75	0.75	0.75	0.75	1	0.75	0.75	0.75	0.5	0.25	0.5	0.5	0.5	0.5	0.5	0.5	0.75	0.5	0.75	0.5	0.75	0.5	0.5	0.75	0.5	0.5	0.5	0.5	0.75	0.5	0.75	0.5	0.5	0.5	0.5	0.75	0.5	0.5	0.75	0.5	0.75	1	0.75
M00368_1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00019_1	1	0.75	1	1	0.75	1	1	1	1	0.25	1	1	1	0.75	1	1	1	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	1	0.75	1	1	1	0.75	1	1	1	1	1	1	1	0.75	0.75	1	1	1	0.75	0.5	1	0.75	1	1	1	0.75	1	0.75	1	1	1	1	0.75	0.5	1
M00535_1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667
M00570_1	1	0.8	1	1	0.8	1	1	1	1	0.4	1	1	1	0.8	1	1	1	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	1	0.8	1	1	1	0.8	1	1	1	1	1	1	1	0.8	0.8	1	1	1	0.8	0.6	1	0.6	1	1	0.8	0.8	1	0.8	1	1	1	1	0.8	0.6	1
M00432_1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	0.666666666666667	1	1	1	1	0.666666666666667	0.666666666666667	1	1	1	1	1	1	0.666666666666667	1	1
M00036_1	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.333333333333333	0.666666666666667	0.166666666666667	0.666666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0.5	0.333333333333333	0.5	0.166666666666667	0.166666666666667	0.333333333333333	0.166666666666667	0.166666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.166666666666667	0.166666666666667	0.333333333333333	0.333333333333333	0.833333333333333	0.333333333333333	0.166666666666667	0.333333333333333	0.166666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.166666666666667	0.833333333333333	0.666666666666667	0.833333333333333	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667
M00016_1	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	1	1	1	1	1	1	0.888888888888889	1	1	1	1	1	1	1	1	1	1	1	1	1	0.888888888888889	0.888888888888889	1	1	0.888888888888889	1	1	1	1	1	1	0.777777777777778	0.777777777777778	0.666666666666667	0.888888888888889
M00525_1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.555555555555556	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.777777777777778	0.666666666666667	0.777777777777778	0.666666666666667	0.777777777777778	0.666666666666667	0.666666666666667	0.666666666666667	0.777777777777778	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.555555555555556	0.666666666666667	0.666666666666667	0.555555555555556	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.666666666666667	0.666666666666667
M00526_1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.666666666666667	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.666666666666667	0.833333333333333	0.833333333333333	0.666666666666667	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.833333333333333	0.833333333333333
M00527_1	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.714285714285714	0.857142857142857	0.857142857142857	0.857142857142857	0.714285714285714	0.714285714285714	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.714285714285714	1	1	1	1	1	1	1	1	1	1	1	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.714285714285714	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.714285714285714	0.714285714285714	0.857142857142857	0.857142857142857	0.714285714285714	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.714285714285714	0.857142857142857	0.857142857142857
M00030_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0.125	0	0	0.125	0	0.125	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0
M00433_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00031_1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00032_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0	0.166666666666667	0	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	0.166666666666667	0	0.166666666666667	0	0	0	0
M00956_1	0	0.142857142857143	0	0	0	0.142857142857143	0.142857142857143	0.285714285714286	0	0	0.142857142857143	0	0.142857142857143	0	0	0.142857142857143	0.142857142857143	0.142857142857143	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.142857142857143	0.142857142857143	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.142857142857143	0	0.142857142857143	0	0	0.142857142857143	0	0	0.142857142857143	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0	0	0.142857142857143	0	0.428571428571429	0.142857142857143	0.142857142857143	0.142857142857143	0.285714285714286	0	0.142857142857143	0.142857142857143	0.142857142857143	0	0.142857142857143	0	0	0	0	0
M00957_1	0	0.2	0	0	0	0.2	0.2	0.4	0	0	0.2	0	0.2	0	0	0.2	0.2	0	0.2	0.2	0.2	0.2	0	0	0.2	0.2	0.2	0.2	0.2	0	0.2	0	0	0	0	0	0.2	0	0.2	0.2	0.2	0.2	0.2	0	0	0.2	0	0.4	0.2	0.2	0.2	0.4	0	0.2	0.2	0.2	0	0.2	0	0	0	0	0
M00960_1	0	0	0.111111111111111	0	0	0.111111111111111	0	0	0.111111111111111	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0.222222222222222	0	0.222222222222222	0.222222222222222	0.222222222222222	0.111111111111111	0.333333333333333	0.111111111111111	0.111111111111111	0	0.111111111111111	0.333333333333333	0.222222222222222	0	0	0	0.555555555555556	0.111111111111111	0.222222222222222	0.111111111111111	0.111111111111111	0.444444444444444	0	0	0	0	0.111111111111111	0	0	0	0	0
M00028_1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	0.75	1	1	1	1	1	1	0.75	1	1	1	1	1	0.75	0.75	1	1	1	1	1	1	1	0.75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.75	1
M00763_1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00844_1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	0.666666666666667	0.666666666666667	1	1	1	1
M00845_1	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.428571428571429	0.571428571428571	0.571428571428571	0.714285714285714	0.571428571428571	0.714285714285714	0.571428571428571	0.714285714285714	0.571428571428571	0.571428571428571	0.428571428571429	0.571428571428571	0.714285714285714	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.714285714285714	0.714285714285714	0.714285714285714	0.571428571428571	0.714285714285714	0.714285714285714	0.714285714285714	0.571428571428571	0.714285714285714	0.714285714285714	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.571428571428571	0.428571428571429	0.571428571428571	0.714285714285714	0.571428571428571	0.428571428571429	0.428571428571429	0.571428571428571	0.714285714285714	0.428571428571429	0.714285714285714
M00029_1	0.6	0.6	0.6	0.6	0.4	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.4	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.8	0.6	0.6	0.6	0.6	0.6	0.6	0.8	0.8	0.6	0.8	0.8	0.6	0.6	0.8	0.4	0.6	0.6	0.6	0.6	0.6	0.6	0.8	0.8	0.6	0.8	0.6	0.6	0.8	0.8	0.8	0.4	0.6	0.6	0.6	0.4	0.4	0.6	0.6	0.6	0.6
M00015_1	0.5	0.5	1	0.5	0.5	1	1	1	1	0.5	1	0.5	1	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1	1	0.5	1	1	1	1	1	0.5	1	0.5	1	0.5	0.5	1	1
M00970_1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
M00972_1	0.333333333333333	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	1	0.666666666666667	1	1	0.666666666666667	1	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667
