	public_SRR14722229_metawrap_bin.6	public_SRR14722088_metawrap_bin.5	private_TS1974_metawrap_bin.5	public_SRR14722154_metawrap_bin.3	public_SRR14722157_metawrap_bin.1	private_T1916_metawrap_bin.2	private_VT16_metawrap_bin.4	public_SRR14722050_metawrap_bin.2	private_T1888_metawrap_bin.6	private_VT22_metawrap_bin.8	private_X16_metawrap_bin.17	private_X3_metawrap_bin.2	public_ERR4179390_metawrap_bin.2	public_SRR14722049_metawrap_bin.2	public_SRR14722081_metawrap_bin.1	public_SRR14722095_metawrap_bin.2	public_SRR2387885_metawrap_bin.6	private_X5_metawrap_bin.1	public_SRR11456921_metawrap_bin.3	public_SRR11456915_metawrap_bin.3	public_SRR14721954_metawrap_bin.4	public_SRR11456923_metawrap_bin.7	public_SRR14722145_metawrap_bin.2	public_SRR14722161_metawrap_bin.1	public_SRR11456913_metawrap_bin.11	public_SRR11456918_metawrap_bin.3	public_SRR11456919_metawrap_bin.5	public_SRR1531545_metawrap_bin.1	private_X15_metawrap_bin.2	private_VT1_metawrap_bin.3	private_VT1_metawrap_bin.1	public_SRR7232211_metawrap_bin.1	private_X11_metawrap_bin.3	private_T1894_metawrap_bin.4	public_SRR14721985_metawrap_bin.2	private_X9_metawrap_bin.1	private_T1887_metawrap_bin.15	private_T1889_metawrap_bin.2	private_TS1974_metawrap_bin.6	private_VT34_metawrap_bin.3	public_SRR11456914_metawrap_bin.12	public_SRR13125477_metawrap_bin.5	public_SRR14722071_metawrap_bin.1	private_T1904_metawrap_bin.1	private_X1_metawrap_bin.1	public_SRR14722123_metawrap_bin.1	private_T1894_metawrap_bin.9	private_T1916_metawrap_bin.6	private_VT26_metawrap_bin.1	private_T1916_metawrap_bin.13	private_TS1974_metawrap_bin.3	public_SRR11456919_metawrap_bin.13	public_SRR11456919_metawrap_bin.3	private_T1887_metawrap_bin.3	private_X3_metawrap_bin.3	private_VT34_metawrap_bin.4	public_ERR4179389_metawrap_bin.2	public_SRR11456918_metawrap_bin.7	public_SRR11456919_metawrap_bin.1	public_SRR14722117_metawrap_bin.2	private_VT1_metawrap_bin.2	public_SRR11456915_metawrap_bin.9	public_SRR11456919_metawrap_bin.2
M00047_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
M00879_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.2	0.6	0.6	0.6	0.6	0	0	0	0
M00133_1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0	0
M00133_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00133_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M00134_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	1	0.5	0.5	1	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	1	0.5	0.5	1	1	1	0.5	0.5	0	0.5	0.5	0	0	0	0	0
M00135_1	0.333333333333333	0.333333333333333	0	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0.666666666666667	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0.666666666666667	0	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667
M00136_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0
M00026_1	0.5	0.5	0.5	0.5	0.333333333333333	0.5	0.5	0.333333333333333	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.666666666666667	0.833333333333333	1	0.833333333333333	0.666666666666667	0.666666666666667	0.833333333333333	0.666666666666667	0.833333333333333	0.5	0.666666666666667	0.666666666666667	0.833333333333333	0.833333333333333	0.833333333333333	1	0.833333333333333	0.5	0.5	0.5	0.666666666666667
M00045_1	0	0.25	0	0	0	0	0	0	0	0	0.25	0.75	0	0.25	0	0.25	0.75	0	0	0	0	0	0.25	0.25	0	0	0	0.25	0.25	0	0	0.75	0	0	0	0.25	0.75	0.25	0	0.5	0.75	0	0	0	0	0	0	1	0	1	0	1	1	0	0.25	0.25	0	0	1	0	0	0.5	0
M00022_1	1	1	1	1	0.5	1	1	0.75	1	1	1	1	1	1	0.75	1	1	1	1	1	1	1	1	1	0.75	1	1	1	1	0.5	0.75	1	0.5	1	0.75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.75	0.75	0.5	0.75	1	0.75	0.75	0.75	0.5	0.75
M00023_1	0.333333333333333	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	1	1	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	1	1	1	1	1	1	1	1	1	0.666666666666667	1	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	1	1	1	1	1	1	1	1	1	0.333333333333333	1	1	0.666666666666667	0.666666666666667	1	1	1	1	1	1	0.666666666666667	0.666666666666667	1	1	1	1	1	1	0.666666666666667	1
M00024_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00025_1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5
M00040_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00042_1	0	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00044_1	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.8	0.2	0.2	0	0.2	0.2	0	0	0.6	0	0.8	0.6	0.6	0.4	0	0	0.2	0.2	0.2	0.4	0.2	0.2	0.2	0.2	0.2	0.8	0.6	0.6	0.8	0.8	0.8	0.6	0	0	0
M00533_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00037_1	0	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00936_1	0	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00038_1	0	0.142857142857143	0	0	0	0	0	0	0.142857142857143	0	0.142857142857143	0	0	0	0.142857142857143	0.142857142857143	0	0.142857142857143	0.142857142857143	0.285714285714286	0.285714285714286	0.285714285714286	0.142857142857143	0.285714285714286	0.142857142857143	0.142857142857143	0.285714285714286	0.142857142857143	0.285714285714286	0.285714285714286	0.142857142857143	0.142857142857143	0.285714285714286	0	0	0	0.428571428571429	0	0.285714285714286	0.285714285714286	0.142857142857143	0.142857142857143	0.142857142857143	0	0.285714285714286	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.285714285714286	0.142857142857143	0.285714285714286	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286
M00027_1	0	0.333333333333333	0.333333333333333	0	0	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0	0.666666666666667	0	0	0	0	0	0.666666666666667	0	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	0	0.333333333333333	0.666666666666667	0	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0	0	0	0
M00118_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	0	0	0	0
M00947_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0
M00948_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0.5	0.25	0.25	0.25	0	0.25	0	0	0	0	0	0.25	0	0.75	0	0.5	0	0.75	0	0	0	0	0	0	0	0	0
M00055_1	0.0769230769230769	0	0.0769230769230769	0	0	0.0769230769230769	0.0769230769230769	0.0769230769230769	0	0	0.0769230769230769	0	0.0769230769230769	0.0769230769230769	0.0769230769230769	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0.0769230769230769
M00872_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0
M00076_1	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0	0.2	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00077_1	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00078_1	0.25	0.125	0.25	0.25	0.375	0.25	0.25	0.25	0.25	0.25	0.25	0.375	0.125	0.25	0.125	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00079_1	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
M00060_1	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.888888888888889	0.666666666666667	0.888888888888889	0.777777777777778	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.888888888888889	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.555555555555556	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.888888888888889	0.777777777777778	0.888888888888889	0.222222222222222	0.777777777777778	0.222222222222222	0.777777777777778	0.222222222222222	0.777777777777778	0.777777777777778	0.111111111111111	0	0.111111111111111	0.111111111111111	0.111111111111111	0	0.888888888888889	0.777777777777778	0.777777777777778	0.888888888888889
M00866_1	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.888888888888889	0.666666666666667	0.888888888888889	0.777777777777778	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.888888888888889	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.555555555555556	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.888888888888889	0.777777777777778	0.888888888888889	0.222222222222222	0.777777777777778	0.222222222222222	0.777777777777778	0.222222222222222	0.777777777777778	0.777777777777778	0.111111111111111	0	0.111111111111111	0.111111111111111	0.111111111111111	0	0.888888888888889	0.777777777777778	0.777777777777778	0.888888888888889
M00867_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0
M00063_1	1	1	1	1	1	1	1	0.75	1	1	1	1	1	1	1	1	0.75	0	0	0	0	0	0	0	0	0	0	0	0.75	0.75	0.75	0.75	0.5	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.5	0.75	0.75	0.75	0	0.75	0	0.75	0	0.75	0.75	0	0.75	0.75	0	0	0	0.75	0.75	0.75	0.75
M00064_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.2	0	0	0.2	0	0	0	0	0	0	0.8	0.6	0.8	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.8	1	0.8	0.8	1	0.6	0.6	0.8	0	0.6	0.4	0	0	0	0.2	0	0.8	0	0	0	0	0.6	0.8	0.6	0.6
M00922_1	0	0	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00923_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00127_2	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1
M00127_3	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	1	1	1	1	1	0.666666666666667	1	1	0.666666666666667	1	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	1	0.666666666666667	1	0.333333333333333	1	0.666666666666667	1
M00895_2	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00895_3	0.75	0.75	0.5	0.75	0.75	0.5	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.75	1	0.75	0.75	0.75	1	0.75	1	1	1	1	1	0.75	1	1	0.75	1	1	0.75	1	0.75	0.75	0.75	1	0.75	1	0.75	1	0.5	1	0.75	1
M00896_2	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	1	1	1	1	1	0.666666666666667	1	1	0.666666666666667	1	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	1	0.666666666666667	1	0.333333333333333	1	0.666666666666667	1
M00897_2	0.25	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0	0	0.25	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0.25	0	0.25	0	0	0.25	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0.25
M00899_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M00899_2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
M00125_1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	1	1	1	1	1	1	0.666666666666667	1	1	1	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	1	0.666666666666667	1	0.666666666666667	1	0.666666666666667	1	1	1	1	1	1	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667
M00125_2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
M00125_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
M00911_1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00911_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M00911_3	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.25	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00124_1	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0.333333333333333	0.333333333333333	0.5	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.5	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.5	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00916_1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00115_1	0.8	0.6	0.2	0.8	0.6	0.8	0.8	0.8	0.8	0.8	0.4	0.8	0.8	0.6	0.8	0.8	0.4	1	1	1	1	1	1	1	1	1	1	1	0.8	1	1	0.8	1	1	1	1	0.4	1	0.4	0.4	0	0.4	1	1	1	0.8	0.4	0.2	0.8	0.4	1	0.4	0.2	0.8	0.8	0.8	0.8	1	1	0.8	0.8	0.8	1
