Taxa	total_occ
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Unclassified Bifidobacteriales	3
Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;Glycomycetaceae	3
Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7	3
Bacteria;Chlorobi;Unclassified Chlorobi;;	3
Bacteria;Chloroflexi;Ktedonobacteria;JG30-KF-AS9;Chloroflexi bacterium Ellin7237	3
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionV;Unclassified SubsectionV	3
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae	3
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Unclassified Nitrospirales	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Prosthecomicrobium pneumaticum	3
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1	3
Bacteria;Proteobacteria;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis	3
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Unclassified Desulfurellales	3
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58	3
Bacteria;Proteobacteria;Deltaproteobacteria;Order Incertae Sedis;Syntrophorhabdaceae	3
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae	3
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae	3
Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae	3
Eukaryota;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea	3
Eukaryota;Alveolata;Protalveolata;Chromerida;Chromera	3
Eukaryota;Archaeplastida;Rhodophyceae;Cyanidiales;Cyanidiales	3
Eukaryota;Chromalveolata;Haptophyta;Prymnesiophyceae;Phaeocystis	3
Eukaryota;Chromalveolata;Stramenopiles;Bicosoecida;Cafeteriidae	3
Eukaryota;Chromalveolata;Stramenopiles;Diatomea;Coscinodiscophytina	3
Eukaryota;Chromalveolata;Stramenopiles;Eustigmatales;Eustigmatales	3
Eukaryota;Chromalveolata;Stramenopiles;Xanthophyceae;Tribonematales	3
Eukaryota;Excavata;Euglenozoa;Euglenida;Euglenophyceae	3
Eukaryota;Excavata;Euglenozoa;Euglenida;Unclassified Euglenida	3
Eukaryota;Fungi;Basal fungi;Basal fungi;Zoopagomycotina	3
Eukaryota;Metazoa;Nematoda;Chromadorea;Anguinidae	3
Eukaryota;Metazoa;Platyhelminthes;Trematoda;Digenea	3
Eukaryota;Metazoa;Platyhelminthes;Turbellaria;Unclassified Turbellaria	3
Eukaryota;Metazoa;Porifera;Porifera;Unclassified Porifera	3
Eukaryota;Rhizaria;Cercozoa;Thecofilosea;Phaeodarea	3
Eukaryota;Unikonta;Amoebozoa;Discosea;Unclassified Discosea	3
Eukaryota;Unikonta;Apusozoa;Apusomonadidae;Unclassified Apusomonadidae	3
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;CCCryo	3
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Chlamydomonadaceae sp. Tow8/18T-12w	3
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Chlorosarcinopsis	3
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Floydiella terrestris	3
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogonium	3
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Tetracystis sp. BCP-ZNP3-36	3
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Unclassified Trebouxiophyceae	3
Eukaryota;Viridiplantae;Chlorophyta;Ulvophyceae;Chlorocystis sp. CCAP 233/1	3
Eukaryota;Viridiplantae;Chlorophyta;Ulvophyceae;Gayralia sp. ALC-2011	3
Eukaryota;Viridiplantae;Streptophyta;Charales;Charales	3
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Magnoliales	3
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Marchantiales	3
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Piperales	3
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Selaginellales	3
Bacteria;Acidobacteria;Acidobacteria;DA023;Acidobacteria bacterium IGE-004	2
Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Unclassified Kineosporiales	2
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Rarobacteraceae	2
Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae	2
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;DUNssu136	2
Bacteria;Bacteroidetes;Cytophagia;Order IV Incertae Sedis;Family Incertae Sedis	2
Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae	2
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Unclassified Anaerolineales	2
Bacteria;Chloroflexi;Dehalococcoidetes;Order Incertae Sedis;Unclassified Order Incertae Sedis	2
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;Unclassified SubsectionII	2
Bacteria;Firmicutes;Bacilli;Bacillales;Pasteuriaceae	2
Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae	2
Bacteria;Proteobacteria;Alphaproteobacteria;MNG3;Rhodospirillaceae bacterium KNA-P	2
Bacteria;Proteobacteria;Alphaproteobacteria;OCS116 clade;alpha proteobacterium PWB3	2
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;I-10	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Hepatincola	2
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Chesapeake-Delaware Bay	2
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;ORCA-3N101	2
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Unclassified Neisseriales	2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Unclassified Nitrosomonadales	2
Bacteria;Proteobacteria;Betaproteobacteria;Procabacteriales;Procabacteriaceae	2
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033	2
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Unclassified Acidithiobacillales	2
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Unclassified Methylococcales	2
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Candidatus Ruthia	2
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;OM182 clade	2
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SUP05 cluster	2
Bacteria;Synergistetes;Synergistia;Synergistales;Unclassified Synergistales	2
Eukaryota;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea	2
Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta	2
Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Nemaliophycidae	2
Eukaryota;Archaeplastida;Rhodophyceae;Stylonematales;Stylonematales	2
Eukaryota;Chromalveolata;Haptophyta;Pavlovophyceae;Diacronema	2
Eukaryota;Chromalveolata;Haptophyta;Prymnesiophyceae;Coccolithales	2
Eukaryota;Chromalveolata;Haptophyta;Unclassified Haptophyta;	2
Eukaryota;Chromalveolata;Stramenopiles;Labyrinthulomycetes;Unclassified Labyrinthulomycetes	2
Eukaryota;Chromalveolata;Stramenopiles;Pelagophyceae;Sarcinochrysidales	2
Eukaryota;Excavata;Metamonada;Preaxostyla;Trimastix	2
Eukaryota;Excavata;Unclassified Excavata;;	2
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Geoglossomycetes	2
Eukaryota;Metazoa;Annelida;Annelida;Unclassified Annelida	2
Eukaryota;Metazoa;Ctenophora;Ctenophora;Family Incertae Sedis	2
Eukaryota;Metazoa;Mollusca;Gastropoda;Vetigastropoda	2
Eukaryota;Metazoa;Nematoda;Chromadorea;Monhysteridae	2
Eukaryota;Metazoa;Nematoda;Chromadorea;Rhabditidae	2
Eukaryota;Metazoa;Nematoda;Enoplea;Mononchidae	2
Eukaryota;Metazoa;Nematoda;Enoplea;Qudsianematidae	2
Eukaryota;Metazoa;Nemertea;Nemertea;Family Incertae Sedis	2
Eukaryota;Metazoa;Platyhelminthes;Monogenea;Monopisthocotylea	2
Eukaryota;Metazoa;Porifera;Porifera;Hexactinellida	2
Eukaryota;Rhizaria;Cercozoa;Cercomonadidae;Unclassified Cercomonadidae	2
Eukaryota;Rhizaria;Cercozoa;Silicofilosea;Chlorarachniophyta	2
Eukaryota;Unikonta;Amoebozoa;Conosa;Protosporangiida	2
Eukaryota;Unikonta;Apusozoa;Apusomonadidae;Amastigomonas	2
Eukaryota;Unikonta;Apusozoa;Apusomonadidae;Apusomonas	2
Eukaryota;Unikonta;Choanomonada;Acanthoecida;Unclassified Acanthoecida	2
Eukaryota;Unikonta;Choanomonada;Craspedida;Sphaeroeca	2
Eukaryota;Unikonta;Choanomonada;Craspedida;Unclassified Craspedida	2
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Chaetophora incrassata	2
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Paulschulzia	2
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Stigeoclonium helveticum	2
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;AN 1-3	2
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Microthamnion kuetzingianum	2
Eukaryota;Viridiplantae;Chlorophyta;Unclassified Chlorophyta;	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Anthocerotales	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Aquifoliales	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Caryophyllales	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Geraniales	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Lycopodiales	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Polypodiales	2
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Ranunculales	2
Bacteria;Acidobacteria;Acidobacteria;Candidatus Solibacter;bacterium Ellin6071	1
Bacteria;Acidobacteria;Acidobacteria;DA023;Acidobacteria bacterium IGE-007	1
Bacteria;Acidobacteria;Acidobacteria;DA023;Acidobacteria bacterium IGE-010	1
Bacteria;Acidobacteria;Acidobacteria;DA052;bacterium Ellin6513	1
Bacteria;Acidobacteria;Acidobacteria;DA052;bacterium Ellin7505	1
Bacteria;Acidobacteria;Holophagae;Unclassified Holophagae;	1
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Unclassified Catenulisporales	1
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Unclassified Streptomycetales	1
Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Unclassified Rubrobacterales	1
Bacteria;Bacteroidetes;Cytophagia;Order III Incertae Sedis;Unclassified Order III Incertae Sedis	1
Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Family Incertae Sedis	1
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Unclassified Chlorobiales	1
Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Unclassified Dictyoglomales	1
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Unclassified Fibrobacterales	1
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae	1
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family IV Incertae Sedis	1
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Unclassified Erysipelotrichales	1
Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Unclassified Lentisphaerales	1
Bacteria;Planctomycetes;Phycisphaerae;WD2101 soil group;Planctomycetales bacterium Ellin7244	1
Bacteria;Proteobacteria;Alphaproteobacteria;4-Org1-14;alpha proteobacterium DG1294	1
Bacteria;Proteobacteria;Alphaproteobacteria;E6aD10;Bradyrhizobiaceae bacterium PTG4-2	1
Bacteria;Proteobacteria;Alphaproteobacteria;SB1-18;alpha proteobacterium dMB-MAT35	1
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Unclassified Methylophilales	1
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Unclassified Rhodocyclales	1
Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;bacterium Ellin6095	1
Bacteria;Proteobacteria;Class Incertae Sedis;Order Incertae Sedis;Unclassified Order Incertae Sedis	1
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae	1
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae	1
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;ET-SHO	1
Bacteria;Proteobacteria;Gammaproteobacteria;NKB5;Legionella-like amoebal pathogen CC99	1
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae	1
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Brachyspiraceae	1
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	1
Bacteria;Tenericutes;Mollicutes;Candidatus Phytoplasma;'Balanites triflora' witches'-broom phytoplasma	1
Bacteria;Tenericutes;Mollicutes;Candidatus Phytoplasma;Candidatus Phytoplasma americanum	1
Bacteria;Tenericutes;Mollicutes;Candidatus Phytoplasma;Candidatus Phytoplasma mali	1
Bacteria;Tenericutes;Mollicutes;Candidatus Phytoplasma;Weeping tea tree witches'-broom phytoplasma	1
Bacteria;Tenericutes;Mollicutes;RF9;Acholeplasmatales bacterium canine oral taxon 316	1
Bacteria;Verrucomicrobia;OPB35 soil group;Pedosphaera;Pedosphaera parvula Ellin514	1
Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Unclassified Aconoidasida	1
Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Armophorea	1
Eukaryota;Alveolata;Ciliophora;Postciliodesmatophora;Unclassified Postciliodesmatophora	1
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Adenoides eludens	1
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales	1
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Phytodiniales	1
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Sabulodinium undulatum	1
Eukaryota;Alveolata;Dinoflagellata;Incertae Sedis;Haplozoon	1
Eukaryota;Alveolata;Protalveolata;Unclassified Protalveolata;	1
Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Mesostigma viride	1
Eukaryota;Archaeplastida;Rhodophyceae;Bangiales;Unclassified Bangiales	1
Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Hildenbrandia	1
Eukaryota;Archaeplastida;Rhodophyceae;Porphyridiophyceae;Unclassified Porphyridiophyceae	1
Eukaryota;Archaeplastida;Rhodophyceae;Rhodellophyceae;Dixoniella	1
Eukaryota;Chromalveolata;Hacrobia;Centrohelida;Acanthocystidae	1
Eukaryota;Chromalveolata;Haptophyta;Pavlovophyceae;Exanthemachrysis	1
Eukaryota;Chromalveolata;Haptophyta;Pavlovophyceae;Unclassified Pavlovophyceae	1
Eukaryota;Chromalveolata;Haptophyta;Prymnesiophyceae;Coccosphaerales	1
Eukaryota;Chromalveolata;Haptophyta;Prymnesiophyceae;Isochrysidales	1
Eukaryota;Chromalveolata;Stramenopiles;Chrysophyceae;CCMP1899	1
Eukaryota;Chromalveolata;Stramenopiles;Chrysophyceae;Chrysocapsales	1
Eukaryota;Chromalveolata;Stramenopiles;Diatomea;Fragilariales	1
Eukaryota;Chromalveolata;Stramenopiles;Dictyochophyceae;Pedinellales	1
Eukaryota;Chromalveolata;Stramenopiles;Pelagophyceae;Pelagomonadales	1
Eukaryota;Chromalveolata;Stramenopiles;Pelagophyceae;Unclassified Pelagophyceae	1
Eukaryota;Chromalveolata;Stramenopiles;Peronosporomycetes;Phytophthora	1
Eukaryota;Chromalveolata;Stramenopiles;Peronosporomycetes;Pythium	1
Eukaryota;Chromalveolata;Stramenopiles;Phaeophyceae;Ectocarpales	1
Eukaryota;Chromalveolata;Telonemia;Telonema;Unclassified Telonema	1
Eukaryota;Excavata;Jakobida;Andalucia;Andalucia godoyi	1
Eukaryota;Excavata;Metamonada;Parabasalia;Cristamonadea	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Pyxidiophorales	1
Eukaryota;Fungi;Microsporidia;Parathelohania;Parathelohania tomski	1
Eukaryota;Fungi;Microsporidia;Schroedera;Schroedera airthreyi	1
Eukaryota;Fungi;Microsporidia;Unclassified Microsporidia;	1
Eukaryota;Metazoa;Arthropoda;Crustacea;Branchiopoda	1
Eukaryota;Metazoa;Brachiopoda;Brachiopoda;Family Incertae Sedis	1
Eukaryota;Metazoa;Bryozoa;Bryozoa;Family Incertae Sedis	1
Eukaryota;Metazoa;Chaetognatha;Aphragmophora;Family Incertae Sedis	1
Eukaryota;Metazoa;Gastrotricha;Gastrotricha;Chaetonotidae	1
Eukaryota;Metazoa;Gastrotricha;Gastrotricha;Unclassified Gastrotricha	1
Eukaryota;Metazoa;Mollusca;Bivalvia;Anomalodesmata	1
Eukaryota;Metazoa;Mollusca;Bivalvia;Heteroconchia	1
Eukaryota;Metazoa;Mollusca;Bivalvia;Protobranchia	1
Eukaryota;Metazoa;Mollusca;Polyplacophora;Chitonidae	1
Eukaryota;Metazoa;Myzostomida;Myzostomida;Family Incertae Sedis	1
Eukaryota;Metazoa;Nematoda;Chromadorea;Cephalobidae	1
Eukaryota;Metazoa;Nematoda;Chromadorea;Criconematidae	1
Eukaryota;Metazoa;Nematoda;Chromadorea;Heteroderidae	1
Eukaryota;Metazoa;Nematoda;Chromadorea;Panagrolaimidae	1
Eukaryota;Metazoa;Nematoda;Chromadorea;Tylenchidae	1
Eukaryota;Metazoa;Platyhelminthes;Cestoda;Eucestoda	1
Eukaryota;Metazoa;Platyhelminthes;Trematoda;Unclassified Trematoda	1
Eukaryota;Metazoa;Platyhelminthes;Unclassified Platyhelminthes;	1
Eukaryota;Rhizaria;Cercozoa;Endomyxa;Ascetosporea	1
Eukaryota;Rhizaria;Cercozoa;Endomyxa;Gromia	1
Eukaryota;Rhizaria;Cercozoa;Endomyxa;JJP-2003	1
Eukaryota;Rhizaria;Cercozoa;Endomyxa;Unclassified Endomyxa	1
Eukaryota;Rhizaria;Cercozoa;Glissomonadida;Bodomorpha	1
Eukaryota;Rhizaria;Cercozoa;Pansomonadida;Aurigamonas	1
Eukaryota;Rhizaria;Cercozoa;RM2-SGM58;Dimorpha-like sp. ATCC 50522	1
Eukaryota;Rhizaria;Radiolaria;Acantharia;Chaunocanthida	1
Eukaryota;Rhizaria;Radiolaria;Polycystinea;Spumellaria	1
Eukaryota;Rhizaria;Radiolaria;Unclassified Radiolaria;	1
Eukaryota;Unikonta;Amoebozoa;Breviatea;Subulatomonas	1
Eukaryota;Unikonta;Amoebozoa;Conosa;Schizoplasmodiida	1
Eukaryota;Unikonta;Amoebozoa;Lobosa;Unclassified Lobosa	1
Eukaryota;Unikonta;Apusozoa;Apusomonadidae;Micronuclearia	1
Eukaryota;Unikonta;Ichthyosporea;Ichthyophonae;Unclassified Ichthyophonae	1
Eukaryota;Unikonta;Ichthyosporea;Unclassified Ichthyosporea;	1
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;cf. Pleurastrum sp. CCCryo 340b-08	1
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Desmodesmus	1
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Pyrobotrys stellata	1
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;'Chlorella' luteoviridis	1
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Amb-18S-586	1
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Parachlorella	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Canellales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Celastrales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Chloranthales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Cornales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Dipsacales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Ephedrales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Garryales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Laurales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Liliales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Nymphaeales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Pottiales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Splachnales	1
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Vitales	1
