bin,median_cov
cov_public_SRR14722158_metabat2_bin.9.fa,52.0
cov_public_SRR14722158_metawrap_bin.1.fa,14.0
cov_public_SRR14722159_metabat2_bin.7.fa,60.0
cov_public_SRR14722159_metabat2_bin.8.fa,6.0
cov_public_SRR14722160_concoct_bin.3.fa,49.0
cov_public_SRR14722160_metawrap_bin.1.fa,5.0
cov_public_SRR14722160_metawrap_bin.2.fa,4.0
cov_public_SRR14722160_metawrap_bin.3.fa,6.0
cov_public_SRR14722160_metawrap_bin.4.fa,6.0
cov_public_SRR14722161_metabat2_bin.6.fa,11.0
cov_public_SRR14722161_metawrap_bin.1.fa,24.0
cov_public_SRR14722161_metawrap_bin.2.fa,7.0
cov_public_SRR14722161_metawrap_bin.3.fa,6.0
cov_public_SRR14722161_metawrap_bin.4.fa,4.0
cov_public_SRR14722162_metawrap_bin.1.fa,7.0
cov_public_SRR14722163_concoct_bin.11.fa,17.0
cov_public_SRR14722163_metawrap_bin.1.fa,4.0
cov_public_SRR14722163_metawrap_bin.2.fa,8.0
cov_public_SRR14722164_metabat2_bin.2.fa,47.0
cov_public_SRR14722164_metawrap_bin.1.fa,17.0
cov_public_SRR14722164_metawrap_bin.2.fa,4.0
cov_public_SRR14722165_concoct_bin.24.fa,12.0
cov_public_SRR14722165_concoct_bin.25.fa,43.0
cov_public_SRR14722165_metabat2_bin.16.fa,5.0
cov_public_SRR14722165_metawrap_bin.1.fa,5.0
cov_public_SRR14722165_metawrap_bin.2.fa,9.0
cov_public_SRR14722165_metawrap_bin.3.fa,13.0
cov_public_SRR14722165_metawrap_bin.4.fa,8.0
cov_public_SRR14722165_metawrap_bin.5.fa,7.0
cov_public_SRR14722166_concoct_bin.2.fa,43.0
cov_public_SRR14722166_metawrap_bin.1.fa,8.0
cov_public_SRR14722166_metawrap_bin.2.fa,9.0
cov_public_SRR14722167_metabat2_bin.4.fa,41.0
cov_public_SRR14722167_metawrap_bin.1.fa,7.0
cov_public_SRR14722168_metabat2_bin.6.fa,21.0
cov_public_SRR14722169_metabat2_bin.6.fa,20.0
cov_public_SRR14722169_metawrap_bin.1.fa,14.0
cov_public_SRR14722169_metawrap_bin.2.fa,5.0
cov_public_SRR14722170_metabat2_bin.4.fa,40.0
cov_public_SRR14722170_metawrap_bin.1.fa,30.0
cov_public_SRR14722170_metawrap_bin.2.fa,6.0
cov_public_SRR14722170_metawrap_bin.3.fa,7.0
cov_public_SRR14722170_metawrap_bin.4.fa,9.0
cov_public_SRR14722171_concoct_bin.7.fa,52.0
cov_public_SRR14722172_metawrap_bin.1.fa,50.0
cov_public_SRR14722172_metawrap_bin.2.fa,10.0
cov_public_SRR14722173_concoct_merged.0.fa,16.0
cov_public_SRR14722173_metawrap_bin.1.fa,6.0
cov_public_SRR14722174_metabat2_bin.2.fa,10.0
cov_public_SRR14722174_metawrap_bin.1.fa,6.0
cov_public_SRR14722175_metabat2_bin.4.fa,6.0
cov_public_SRR14722175_metawrap_bin.1.fa,23.0
cov_public_SRR14722176_concoct_bin.30.fa,4.0
cov_public_SRR14722176_metabat2_bin.14.fa,41.0
cov_public_SRR14722176_metawrap_bin.10.fa,16.0
cov_public_SRR14722176_metawrap_bin.11.fa,6.0
cov_public_SRR14722176_metawrap_bin.12.fa,4.0
cov_public_SRR14722176_metawrap_bin.13.fa,5.0
cov_public_SRR14722176_metawrap_bin.1.fa,11.0
cov_public_SRR14722176_metawrap_bin.2.fa,7.0
cov_public_SRR14722176_metawrap_bin.3.fa,5.0
cov_public_SRR14722176_metawrap_bin.4.fa,6.0
cov_public_SRR14722176_metawrap_bin.5.fa,7.0
cov_public_SRR14722176_metawrap_bin.6.fa,5.0
cov_public_SRR14722176_metawrap_bin.7.fa,5.0
cov_public_SRR14722176_metawrap_bin.8.fa,24.0
cov_public_SRR14722176_metawrap_bin.9.fa,6.0
cov_public_SRR14722177_concoct_bin.11.fa,37.0
cov_public_SRR14722177_concoct_merged.0.fa,5.0
cov_public_SRR14722177_metabat2_bin.9.fa,4.0
cov_public_SRR14722177_metawrap_bin.1.fa,6.0
cov_public_SRR14722181_concoct_bin.15.fa,14.0
cov_public_SRR14722181_concoct_bin.9.fa,12.0
cov_public_SRR14722184_concoct_bin.5.fa,21.0
cov_public_SRR14722185_metabat2_bin.2.fa,24.0
cov_public_SRR14722185_metawrap_bin.1.fa,8.0
cov_public_SRR14722185_metawrap_bin.2.fa,6.0
cov_public_SRR14722186_metabat2_bin.3.fa,9.0
cov_public_SRR14722188_concoct_bin.0.fa,20.0
cov_public_SRR14722188_concoct_bin.30.fa,10.0
cov_public_SRR14722188_metabat2_bin.25.fa,44.0
cov_public_SRR14722188_metabat2_bin.28.fa,4.0
cov_public_SRR14722188_metawrap_bin.1.fa,33.0
cov_public_SRR14722188_metawrap_bin.2.fa,7.0
cov_public_SRR14722188_metawrap_bin.3.fa,7.0
cov_public_SRR14722188_metawrap_bin.4.fa,11.0
cov_public_SRR14722188_metawrap_bin.5.fa,6.0
cov_public_SRR14722188_metawrap_bin.6.fa,6.0
cov_public_SRR14722188_metawrap_bin.7.fa,6.0
cov_public_SRR14722197_metabat2_bin.3.fa,6.0
cov_public_SRR14722197_metawrap_bin.1.fa,21.0
cov_public_SRR14722202_metabat2_bin.2.fa,21.0
cov_public_SRR14722208_metabat2_bin.1.fa,9.0
cov_public_SRR14722210_metabat2_bin.3.fa,36.0
cov_public_SRR14722213_concoct_bin.9.fa,24.0
cov_public_SRR14722213_metabat2_bin.1.fa,7.0
cov_public_SRR14722213_metawrap_bin.1.fa,6.0
cov_public_SRR14722219_metabat2_bin.6.fa,38.0
cov_public_SRR14722219_metawrap_bin.1.fa,7.0
cov_public_SRR14722221_metabat2_bin.2.fa,52.0
cov_public_SRR14722221_metawrap_bin.1.fa,8.0
cov_public_SRR14722221_metawrap_bin.2.fa,6.0
cov_public_SRR14722221_metawrap_bin.3.fa,10.0
cov_public_SRR14722221_metawrap_bin.4.fa,5.0
cov_public_SRR14722221_metawrap_bin.5.fa,11.0
cov_public_SRR14722221_metawrap_bin.6.fa,8.0
cov_public_SRR14722222_metabat2_bin.6.fa,14.0
cov_public_SRR14722222_metawrap_bin.1.fa,9.0
cov_public_SRR14722225_metawrap_bin.1.fa,9.0
cov_public_SRR14722229_concoct_bin.24.fa,29.0
cov_public_SRR14722229_metawrap_bin.1.fa,14.0
cov_public_SRR14722229_metawrap_bin.2.fa,13.0
cov_public_SRR14722229_metawrap_bin.3.fa,6.0
cov_public_SRR14722229_metawrap_bin.4.fa,11.0
cov_public_SRR14722229_metawrap_bin.5.fa,12.0
cov_public_SRR14722229_metawrap_bin.6.fa,13.0
cov_public_SRR14722230_metabat2_bin.7.fa,14.0
cov_public_SRR14722230_metawrap_bin.1.fa,6.0
cov_public_SRR14722230_metawrap_bin.2.fa,43.0
cov_public_SRR14722230_metawrap_bin.3.fa,7.0
cov_public_SRR14722230_metawrap_bin.4.fa,6.0
cov_public_SRR14722230_metawrap_bin.5.fa,6.0
cov_public_SRR14722230_metawrap_bin.6.fa,7.0
cov_public_SRR14722230_metawrap_bin.7.fa,5.0
cov_public_SRR14722230_metawrap_bin.8.fa,10.0
cov_public_SRR14722230_metawrap_bin.9.fa,10.0
cov_public_SRR14722231_metabat2_bin.5.fa,62.0
cov_public_SRR14722231_metawrap_bin.1.fa,5.0
cov_public_SRR14722231_metawrap_bin.2.fa,18.0
cov_public_SRR14722231_metawrap_bin.3.fa,6.0
cov_public_SRR14722231_metawrap_bin.4.fa,6.0
cov_public_SRR14722232_concoct_bin.14.fa,55.0
cov_public_SRR14722232_metawrap_bin.1.fa,5.0
cov_public_SRR14722232_metawrap_bin.2.fa,7.0
cov_public_SRR14722232_metawrap_bin.3.fa,5.0
cov_public_SRR14722233_metabat2_bin.15.fa,32.0
cov_public_SRR14722233_metawrap_bin.1.fa,5.0
cov_public_SRR14722233_metawrap_bin.2.fa,15.0
cov_public_SRR14722233_metawrap_bin.3.fa,5.0
cov_public_SRR14722251_metabat2_bin.1.fa,64.0
cov_public_SRR14722251_metawrap_bin.1.fa,10.0
cov_public_SRR14722272_metabat2_bin.6.fa,11.0
cov_public_SRR14722272_metawrap_bin.1.fa,5.0
cov_public_SRR14722272_metawrap_bin.2.fa,5.0
cov_public_SRR14722274_metabat2_bin.2.fa,13.0
cov_public_SRR14722274_metawrap_bin.1.fa,4.0
cov_public_SRR14722274_metawrap_bin.2.fa,10.0
cov_public_SRR14722275_concoct_merged.0.fa,8.0
cov_public_SRR14722275_metawrap_bin.1.fa,7.0
cov_public_SRR14722275_metawrap_bin.2.fa,20.0
cov_public_SRR14722275_metawrap_bin.3.fa,5.0
cov_public_SRR14722276_metawrap_bin.1.fa,12.0
cov_public_SRR14722276_metawrap_bin.2.fa,12.0
cov_public_SRR14722276_metawrap_bin.3.fa,9.0
cov_public_SRR14722277_metabat2_bin.3.fa,30.0
cov_public_SRR14722277_metawrap_bin.1.fa,16.0
cov_public_SRR14722278_concoct_bin.6.fa,15.0
cov_public_SRR14722278_metawrap_bin.1.fa,5.0
cov_public_SRR14722278_metawrap_bin.2.fa,7.0
cov_public_SRR14722279_metabat2_bin.4.fa,13.0
cov_public_SRR14722280_metabat2_bin.4.fa,14.0
cov_public_SRR14722280_metawrap_bin.1.fa,16.0
cov_public_SRR14722281_metabat2_bin.1.fa,25.0
cov_public_SRR14722282_metawrap_bin.1.fa,7.0
cov_public_SRR14722282_metawrap_bin.2.fa,6.0
cov_public_SRR14722282_metawrap_bin.3.fa,5.0
cov_public_SRR14722285_metawrap_bin.1.fa,15.0
cov_public_SRR14722287_metawrap_bin.1.fa,19.0
cov_public_SRR14722288_metabat2_bin.3.fa,16.0
cov_public_SRR14722288_metawrap_bin.1.fa,9.0
cov_public_SRR14722289_concoct_bin.0.fa,19.0
cov_public_SRR14722290_metabat2_bin.4.fa,18.0
cov_public_SRR14722290_metawrap_bin.1.fa,7.0
cov_public_SRR14722291_concoct_bin.3.fa,17.0
cov_public_SRR14722292_metabat2_bin.5.fa,38.0
cov_public_SRR14722292_metawrap_bin.1.fa,5.0
cov_public_SRR14722293_concoct_bin.15.fa,37.0
cov_public_SRR14722293_metawrap_bin.1.fa,4.0
cov_public_SRR14722293_metawrap_bin.2.fa,5.0
cov_public_SRR14722294_metabat2_bin.7.fa,23.0
cov_public_SRR14722296_metabat2_bin.7.fa,13.0
cov_public_SRR14722296_metawrap_bin.1.fa,6.0
cov_public_SRR14722298_metabat2_bin.8.fa,17.0
cov_public_SRR14722298_metawrap_bin.1.fa,11.0
cov_public_SRR14722299_metabat2_bin.9.fa,41.0
cov_public_SRR14722299_metawrap_bin.1.fa,6.0
cov_public_SRR14722299_metawrap_bin.2.fa,21.0
cov_public_SRR14722299_metawrap_bin.3.fa,14.0
cov_public_SRR14722300_metabat2_bin.4.fa,35.0
cov_public_SRR14722301_metabat2_bin.5.fa,26.0
cov_public_SRR14722301_metawrap_bin.1.fa,8.0
cov_public_SRR14722301_metawrap_bin.2.fa,13.0
cov_public_SRR14722301_metawrap_bin.4.fa,4.0
cov_public_SRR14722301_metawrap_bin.5.fa,5.0
cov_public_SRR14722301_metawrap_bin.6.fa,5.0
cov_public_SRR14722302_concoct_merged.0.fa,13.0
cov_public_SRR14722303_metabat2_bin.3.fa,17.0
cov_public_SRR14722304_metabat2_bin.6.fa,12.0
cov_public_SRR14722304_metawrap_bin.2.fa,12.0
cov_public_SRR14722305_metabat2_bin.2.fa,11.0
cov_public_SRR14722305_metawrap_bin.1.fa,8.0
cov_public_SRR14722307_metabat2_bin.5.fa,10.0
cov_public_SRR14722307_metawrap_bin.1.fa,41.0
cov_public_SRR14722308_metabat2_bin.6.fa,50.0
cov_public_SRR14722308_metawrap_bin.1.fa,16.0
cov_public_SRR14722309_metabat2_bin.1.fa,17.0
cov_public_SRR14722309_metawrap_bin.1.fa,5.0
cov_public_SRR14722309_metawrap_bin.2.fa,16.0
cov_public_SRR14722310_metabat2_bin.3.fa,13.0
cov_public_SRR14722311_concoct_merged.0.fa,13.0
cov_public_SRR14722312_concoct_bin.10.fa,15.0
cov_public_SRR14722313_metabat2_bin.4.fa,36.0
cov_public_SRR14722314_metawrap_bin.1.fa,6.0
cov_public_SRR14722316_metabat2_bin.4.fa,30.0
cov_public_SRR14722316_metawrap_bin.1.fa,6.0
cov_public_SRR14722318_metabat2_bin.2.fa,23.0
cov_public_SRR14722319_metabat2_bin.1.fa,37.0
cov_public_SRR14722320_concoct_bin.17.fa,5.0
cov_public_SRR14722320_metawrap_bin.1.fa,23.0
cov_public_SRR14722320_metawrap_bin.2.fa,4.0
cov_public_SRR14722320_metawrap_bin.3.fa,14.0
cov_public_SRR14722320_metawrap_bin.4.fa,14.0
cov_public_SRR14722320_metawrap_bin.5.fa,5.0
cov_public_SRR14722323_concoct_merged.0.fa,8.0
cov_public_SRR14722324_concoct_bin.1.fa,10.0
cov_public_SRR14722325_metabat2_bin.1.fa,17.0
cov_public_SRR14722325_metawrap_bin.1.fa,10.0
cov_public_SRR14722325_metawrap_bin.2.fa,11.0
cov_public_SRR14722326_metabat2_bin.1.fa,26.0
cov_public_SRR14722327_concoct_bin.11.fa,17.0
cov_public_SRR14722327_metawrap_bin.1.fa,12.0
cov_public_SRR14722327_metawrap_bin.2.fa,7.0
cov_public_SRR14722329_metabat2_bin.1.fa,10.0
cov_public_SRR14722330_concoct_merged.0.fa,14.0
cov_public_SRR1531517_concoct_bin.16.fa,435.0
cov_public_SRR1531545_concoct_bin.10.fa,87.0
cov_public_SRR1531545_metawrap_bin.1.fa,399.0
cov_public_SRR1531545_metawrap_bin.2.fa,9.0
cov_public_SRR1531545_metawrap_bin.3.fa,6.0
cov_public_SRR1531545_metawrap_bin.4.fa,12.0
cov_public_SRR1531545_metawrap_bin.5.fa,6.0
cov_public_SRR1531569_concoct_bin.26.fa,213.0
cov_public_SRR1531569_metawrap_bin.1.fa,19.0
cov_public_SRR1531569_metawrap_bin.2.fa,6.0
cov_public_SRR1531569_metawrap_bin.3.fa,15.0
cov_public_SRR1531569_metawrap_bin.4.fa,20.0
cov_public_SRR1531569_metawrap_bin.5.fa,17.0
cov_public_SRR1531569_metawrap_bin.6.fa,324.0
cov_public_SRR1531569_metawrap_bin.7.fa,9.0
cov_public_SRR1532736_concoct_bin.13.fa,145.0
cov_public_SRR1532736_concoct_bin.20.fa,6.0
cov_public_SRR1532736_metawrap_bin.1.fa,6.0
cov_public_SRR1532736_metawrap_bin.2.fa,5.0
cov_public_SRR2387885_metabat2_bin.15.fa,80.0
cov_public_SRR2387885_metabat2_bin.2.fa,6.0
cov_public_SRR2387885_metawrap_bin.1.fa,25.0
cov_public_SRR2387885_metawrap_bin.2.fa,4.0
cov_public_SRR2387885_metawrap_bin.3.fa,6.0
cov_public_SRR2387885_metawrap_bin.4.fa,9.0
cov_public_SRR2387885_metawrap_bin.5.fa,8.0
cov_public_SRR2387885_metawrap_bin.6.fa,13.0
cov_public_SRR2387885_metawrap_bin.7.fa,16.0
cov_public_SRR5808930_metabat2_bin.9.fa,77.0
cov_public_SRR5808930_metawrap_bin.1.fa,32.0
cov_public_SRR5808930_metawrap_bin.2.fa,54.0
cov_public_SRR5808930_metawrap_bin.3.fa,12.0
cov_public_SRR5808932_concoct_bin.35.fa,96.0
cov_public_SRR5808932_metabat2_bin.2.fa,7.0
cov_public_SRR5808932_metawrap_bin.1.fa,4.0
cov_public_SRR7232211_concoct_bin.3.fa,191.0
cov_public_SRR7232211_concoct_bin.8.fa,8.0
cov_public_SRR7232211_metawrap_bin.1.fa,7.0
cov_public_SRR7232212_concoct_bin.0.fa,7.0
cov_public_SRR7232212_concoct_bin.12.fa,7.0
cov_public_SRR7232212_concoct_bin.5.fa,4.0
cov_public_SRR7232212_metabat2_bin.5.fa,181.0
cov_public_SRR7232213_concoct_bin.0.fa,7.0
cov_public_SRR7232213_concoct_bin.1.fa,201.0
cov_public_SRR7232214_concoct_bin.6.fa,213.0
cov_public_SRR7232214_concoct_bin.7.fa,5.0
cov_public_SRR7232214_concoct_bin.9.fa,8.0
